id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
6567,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,L,G,A,A,C,E,L,G,B,K,EL,C,AH,AE,A,K,CB,0.286052,0.127059,0.462347,0.222469,0.302678,0.167437,0.30511,0.27797,0.32311,0.22755,0.160614,0.159414,0.250991,0.230865
6586,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,A,C,B,D,C,A,A,A,A,A,D,D,C,E,C,D,T,H,A,A,A,G,F,G,J,E,BI,BT,G,AV,AO,A,N,HK,0.436958,0.555782,0.673861,0.336414,0.281143,0.647543,0.712127,0.34987,0.4832,0.67065,0.689039,0.682413,0.639532,0.359486
6588,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,H,F,A,A,G,F,G,F,B,AB,EG,E,J,K,A,K,HK,0.634734,0.620805,0.397983,0.869299,0.845727,0.456654,0.42328,0.36083,0.46853,0.51666,0.527274,0.515644,0.363547,0.383759
6589,A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,D,A,A,B,A,A,D,B,C,E,A,C,T,L,J,A,A,K,F,F,H,G,BI,EG,A,AS,L,A,O,LM,0.893784,0.199504,0.230975,0.705434,0.281143,0.767443,0.509504,0.76827,0.93383,0.7877,0.757468,0.74464,0.81255,0.725153
6591,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,G,A,A,D,G,F,G,J,E,BI,EB,A,S,AO,A,N,HK,0.436958,0.620805,0.673861,0.336414,0.281143,0.644854,0.724803,0.34987,0.4832,0.67065,0.695685,0.682413,0.6426,0.679313
6596,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,C,B,A,A,A,G,H,D,B,E,E,G,E,R,J,C,A,A,H,D,G,I,F,BI,CO,A,AF,Y,A,O,IC,0.642763,0.488789,0.162313,0.782772,0.517162,0.667402,0.453281,0.88451,0.67689,0.6994,0.426435,0.417182,0.736269,0.211026
6607,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,A,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,N,D,A,A,E,E,J,I,G,BI,A,C,K,BM,A,N,DS,0.493164,0.620805,0.317666,0.442784,0.281143,0.356332,0.284695,0.56011,0.44559,0.47779,0.304315,0.298713,0.592264,0.361063
6613,A,B,B,A,A,A,B,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,B,B,A,A,D,D,D,E,C,A,P,G,F,A,A,E,E,H,F,B,BI,CL,A,N,BN,A,K,FC,0.51056,0.827585,0.506105,0.442784,0.946982,0.347214,0.430767,0.38318,0.46644,0.47779,0.341813,0.335036,0.3574,0.604202
6615,B,B,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,I,A,B,E,E,G,F,B,BI,EL,A,G,K,A,K,DJ,0.513457,0.620805,0.57136,0.594598,0.405415,0.416181,0.349614,0.62918,0.5063,0.37493,0.338312,0.338446,0.315758,0.205698
6625,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,C,A,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,G,F,H,F,B,AB,EG,C,AS,K,A,K,HK,0.462786,0.488789,0.280933,0.869299,0.811271,0.34935,0.315886,0.39455,0.38249,0.35434,0.453334,0.447145,0.327393,0.73777
6629,A,B,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,C,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,D,A,N,N,J,A,A,C,E,L,J,I,AB,EL,A,Y,AK,A,M,CD,0.13005,0.488789,0.527991,0.18295,0.295397,0.184301,0.252534,0.27797,0.2418,0.2123,0.169206,0.167768,0.339244,0.433554
6630,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,A,D,A,C,G,F,F,K,E,BI,EG,A,E,AT,A,P,HN,0.465671,0.620805,0.692825,0.473202,0.525831,0.764704,0.868679,0.53642,0.55648,0.64056,0.705501,0.692256,0.758902,0.820355
6632,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,C,A,C,E,E,H,F,B,BI,CS,A,AF,AE,A,K,DJ,0.503312,0.555782,0.527991,0.373816,0.836443,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.214661
6640,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,E,E,D,A,S,A,A,A,B,C,E,N,N,I,BI,EL,A,AV,BH,A,P,BY,0.112756,0.422197,0.592681,0.176921,0.281143,0.17682,0.247077,0.24123,0.2418,0.20496,0.164865,0.163548,0.556425,0.290576
6645,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,B,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,F,A,A,A,G,I,G,F,D,BI,BT,E,AF,AG,A,K,HV,0.444104,0.681761,0.865911,0.222469,0.281143,0.46425,0.683097,0.36636,0.5042,0.34928,0.853569,0.852865,0.318646,0.233223
6648,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,C,D,B,B,C,B,D,B,D,A,B,C,A,D,B,C,E,A,C,T,M,A,A,A,I,E,G,I,G,BI,EG,A,R,L,F,N,IH,0.671496,0.299102,0.111114,0.493605,0.281143,0.626335,0.326235,0.75525,0.64296,0.7877,0.377724,0.40609,0.751507,0.480298
6656,B,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,D,D,D,B,A,B,B,B,A,A,A,G,H,B,D,D,E,E,A,P,I,I,A,A,F,F,I,H,B,BI,CL,A,K,BN,A,L,GN,0.254071,0.199504,0.37718,0.318422,0.585792,0.278408,0.308363,0.2926,0.24958,0.27777,0.355987,0.348775,0.310026,0.562478
6658,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,A,A,C,B,D,B,D,A,A,B,H,C,D,C,E,A,C,T,F,A,C,C,G,G,E,H,G,BI,CO,A,AN,Y,A,P,HP,0.915239,0.785784,0.944251,0.83884,0.635304,0.900623,0.698798,0.80438,0.93884,0.81255,0.915823,0.908179,0.849838,0.257819
6661,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,G,H,H,F,B,BI,CS,A,N,BM,J,K,HK,0.475784,0.555782,0.692825,0.564742,0.78907,0.3735,0.347485,0.36083,0.44352,0.45017,0.705501,0.692256,0.339244,0.601936
6663,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,A,C,B,C,E,G,C,T,J,A,A,A,L,F,E,H,G,BI,CS,C,AX,AD,E,P,JR,0.907758,0.681761,0.356819,0.309621,0.281143,0.92508,0.657031,0.95541,0.93383,0.83814,0.841478,0.909444,0.864518,0.283232
6665,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,C,D,B,B,A,B,B,B,A,A,A,C,A,D,D,D,E,A,A,P,M,A,A,A,F,G,G,F,D,BI,CL,A,AH,H,E,K,GS,0.503312,0.488789,0.819748,0.284048,0.281143,0.432555,0.901987,0.39455,0.53565,0.50556,0.661688,0.648446,0.336261,0.236317
6673,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,C,E,E,H,F,B,BI,CS,A,N,BM,A,K,DP,0.475784,0.737068,0.592681,0.614134,0.78323,0.3735,0.377003,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.600116
6676,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,F,A,A,C,E,E,I,J,K,BI,EB,A,K,AE,A,O,DJ,0.360665,0.422197,0.484196,0.373816,0.422268,0.419901,0.389014,0.31796,0.32496,0.36974,0.307628,0.301921,0.608259,0.360839
6681,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,D,D,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,I,A,A,A,I,F,H,K,K,BI,BC,C,F,AJ,J,P,LB,0.367378,0.127059,0.174588,0.345595,0.348388,0.562357,0.621382,0.34987,0.37458,0.48334,0.569745,0.576121,0.704052,0.740584
6683,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,I,G,A,A,E,E,I,J,K,BI,BT,A,U,AX,A,O,DP,0.386442,0.620805,0.506105,0.452887,0.281143,0.374602,0.349614,0.72299,0.37458,0.40666,0.331363,0.335036,0.579324,0.295717
6684,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,A,A,D,C,C,E,A,D,T,I,A,A,A,I,E,F,J,K,BI,EE,A,AS,BM,E,P,LB,0.680388,0.358319,0.187583,0.493605,0.794794,0.83312,0.641183,0.68823,0.62542,0.6994,0.6075,0.594646,0.797918,0.732301
6695,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,E,D,T,I,A,A,A,E,E,I,J,K,BI,DX,E,J,BM,A,O,DJ,0.362003,0.488789,0.527991,0.534409,0.874863,0.383737,0.370304,0.58934,0.35127,0.43919,0.327915,0.32157,0.611431,0.38169
6697,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,C,B,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,A,A,A,F,H,G,F,D,BI,BT,A,E,A,E,J,HB,0.477231,0.422197,0.80643,0.208655,0.281143,0.432555,0.67025,0.26847,0.41471,0.47779,0.711942,0.698722,0.30435,0.814578
6700,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,D,D,A,B,C,B,B,C,A,A,A,A,A,C,B,D,E,C,A,P,O,G,A,B,E,E,H,F,B,BQ,BS,A,E,BM,A,K,DJ,0.475784,0.245921,0.440642,0.534409,0.78323,0.335056,0.362969,0.36083,0.39849,0.39599,0.291268,0.286079,0.339244,0.811596
6702,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,A,G,F,G,K,K,BI,CS,C,R,AE,A,N,HK,0.500412,0.785784,0.57136,0.327354,0.718531,0.720029,0.599132,0.35533,0.44145,0.7877,0.644013,0.630853,0.746494,0.440975
6703,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,C,A,D,B,C,E,A,C,T,M,C,A,A,K,F,F,I,G,BI,EB,A,N,Y,A,O,LO,0.826591,0.422197,0.26357,0.62377,0.473767,0.817706,0.480176,0.90055,0.84847,0.80218,0.644013,0.785706,0.814573,0.427416
6704,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,G,C,T,F,A,A,A,P,E,E,I,G,BU,CM,E,Q,S,A,P,L,0.872918,0.15999,0.068793,0.768556,0.517162,0.914418,0.546533,0.65122,0.90411,0.81591,0.797841,0.785706,0.870644,0.644686
6712,A,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,D,D,A,A,B,A,A,C,B,C,E,C,D,T,L,Q,A,D,L,F,G,J,K,BU,BC,E,AS,S,A,Q,ME,0.53515,0.127059,0.094942,0.62377,0.281143,0.653958,0.501757,0.66734,0.58121,0.43919,0.644013,0.630853,0.746494,0.721805
6716,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,A,A,D,C,C,E,A,C,T,G,F,A,H,K,G,F,H,G,BI,CS,A,D,L,A,O,LM,0.848648,0.620805,0.336963,0.705434,0.281143,0.783612,0.420392,0.96024,0.86299,0.8351,0.832976,0.832658,0.810511,0.685896
6723,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,I,A,A,A,L,E,F,H,G,BU,CM,C,AH,S,A,O,ME,0.872918,0.199504,0.094942,0.62377,0.517162,0.832793,0.493614,0.64577,0.90411,0.81591,0.625936,0.630853,0.826353,0.251987
6733,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,J,A,A,E,E,H,F,B,BI,CS,C,AF,AE,A,K,DJ,0.503312,0.488789,0.57136,0.373816,0.836443,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.233386
6734,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,C,D,C,E,E,A,D,G,A,A,B,D,E,J,F,A,BI,EG,A,AV,AE,A,J,CK,0.282512,0.620805,0.711159,0.412789,0.302678,0.211915,0.310367,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.290837
6739,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,A,B,C,B,D,D,A,A,A,B,A,C,D,C,E,C,D,T,J,C,A,C,G,F,F,I,K,BI,CO,A,J,AS,A,N,HV,0.632041,0.737068,0.634224,0.493605,0.281143,0.676476,0.575934,0.54236,0.52519,0.68997,0.721444,0.708275,0.663739,0.39466
6743,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,D,E,E,A,P,A,A,A,A,D,F,J,G,B,AB,EG,A,J,K,C,L,DC,0.351358,0.681761,0.54977,0.83324,0.405415,0.252511,0.298868,0.59512,0.32496,0.26029,0.291268,0.286079,0.315758,0.37749
6746,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,A,A,A,E,E,G,J,K,BI,CL,E,AM,AD,F,N,DJ,0.419918,0.785784,0.673861,0.849584,0.491114,0.592195,0.511379,0.97556,0.5105,0.51111,0.385085,0.377003,0.611431,0.83407
6756,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,A,D,D,C,G,C,A,N,I,A,A,A,D,D,H,H,D,BI,EG,C,AM,AN,A,K,EL,0.230658,0.785784,0.634224,0.284048,0.281143,0.337681,0.590568,0.48864,0.30859,0.33428,0.228492,0.225288,0.30435,0.833814
6758,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,B,G,C,T,L,D,A,A,L,D,D,H,G,BI,EL,A,AS,Y,A,R,JW,0.959839,0.488789,0.074626,0.768556,0.491114,0.967416,0.661797,0.47669,0.97621,0.8351,0.588753,0.576121,0.925532,0.712491
6765,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,G,A,P,F,A,A,B,J,H,E,E,D,BI,AC,A,U,H,A,J,LF,0.680388,0.488789,0.65431,0.364302,0.281143,0.730804,0.993009,0.64577,0.71934,0.62507,0.909611,0.901612,0.354344,0.294785
