id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
5033,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,G,I,A,A,C,D,H,G,B,BI,CL,A,U,K,A,K,BX,0.360665,0.827585,0.939453,0.918784,0.895958,0.330356,0.3161,0.64027,0.37065,0.39599,0.239678,0.236124,0.345247,0.302002,6036.01
5036,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,B,A,D,B,A,E,C,A,F,O,D,A,D,E,F,G,E,A,AB,BP,A,K,M,A,J,GK,0.540916,0.245921,0.634224,0.604408,0.456483,0.414468,0.449615,0.40028,0.37655,0.32935,0.453334,0.443374,0.258586,0.360869,2140.37
5038,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,B,H,C,D,A,E,C,A,F,F,A,A,A,E,D,E,E,A,BI,BT,C,U,M,A,I,DJ,0.55671,0.827585,0.592681,0.594598,0.594196,0.557141,0.52567,0.49462,0.43524,0.49444,0.352419,0.345316,0.256038,0.382517,485.2
5039,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,L,G,A,A,D,D,J,G,B,AB,C,C,J,BK,A,L,CR,0.311557,0.358319,0.336963,0.208655,0.348388,0.235381,0.23452,0.39455,0.30859,0.26029,0.18987,0.187838,0.310026,0.38468,2226.18
5041,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,J,D,A,B,G,F,H,J,K,BI,DX,A,N,BM,A,O,HG,0.410063,0.358319,0.54977,0.554673,0.805895,0.513874,0.493491,0.70342,0.39447,0.46119,0.569745,0.55738,0.617748,0.599353,1183.43
5046,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,A,A,A,D,E,I,G,B,BI,EG,A,AN,K,J,L,DC,0.351358,0.422197,0.462347,0.83324,0.811271,0.27254,0.255339,0.59512,0.32496,0.26029,0.24541,0.255941,0.315758,0.267739,1883.1
5050,A,B,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,J,A,A,F,E,G,D,B,BI,CS,A,AI,BC,A,I,HA,0.594934,0.245921,0.26357,0.802892,0.491114,0.407351,0.39054,0.46477,0.46853,0.50556,0.359572,0.352251,0.250991,0.33871,1869.42
5055,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,A,C,B,B,B,A,B,A,A,A,D,D,D,E,C,A,P,I,A,A,E,E,E,H,F,B,BI,CS,A,K,AE,A,K,DJ,0.503312,0.555782,0.527991,0.373816,0.310061,0.336105,0.350175,0.26847,0.41471,0.44467,0.327915,0.32157,0.318646,0.362299,1826.3
5057,B,B,B,B,B,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,D,D,A,A,B,A,B,D,D,C,E,C,D,T,I,D,A,C,J,G,E,J,E,BI,AC,I,AH,H,A,N,LF,0.503312,0.555782,0.61366,0.364302,0.348388,0.818231,0.881302,0.53046,0.573,0.6852,0.895938,0.887214,0.706822,0.211247,16044.14
5058,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,L,G,A,A,H,F,G,D,B,BI,AM,A,Y,I,A,I,HX,0.640095,0.078346,0.230975,0.62377,0.388783,0.420474,0.396193,0.29758,0.47481,0.59869,0.472726,0.462286,0.274217,0.434637,2620.18
5059,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,G,A,B,E,E,H,F,B,BI,EB,A,AH,X,A,J,DF,0.490265,0.620805,0.54977,0.869299,0.422268,0.351223,0.33572,0.68308,0.40455,0.47779,0.307628,0.301921,0.318646,0.238855,2118.09
5060,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,G,I,G,G,D,BI,BT,G,AS,AG,A,L,HK,0.436958,0.488789,0.819748,0.208655,0.281143,0.425928,0.636286,0.27797,0.5042,0.31003,0.742852,0.780521,0.333292,0.708422,2072.05
5069,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,B,D,E,C,A,P,I,A,A,A,F,F,H,F,B,BI,EG,K,AN,K,A,K,HA,0.493164,0.245921,0.246911,0.821574,0.281143,0.317735,0.308785,0.39455,0.39648,0.32935,0.341813,0.335036,0.290422,0.258322,2174.94
5071,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,B,D,B,C,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,F,A,A,B,D,F,G,F,B,BI,CL,A,AS,BN,A,J,EC,0.471447,0.737068,0.944251,0.432728,0.964413,0.383737,0.5775,0.54829,0.39046,0.52775,0.453334,0.443374,0.284958,0.73232,3256.28
5072,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,D,A,C,B,C,B,A,B,A,B,H,D,D,E,E,G,E,R,F,A,A,C,G,F,F,I,F,BI,CQ,A,AH,BM,A,N,HK,0.642763,0.737068,0.692825,0.564742,0.826714,0.722158,0.591522,0.71817,0.64873,0.74396,0.698978,0.698722,0.689974,0.230779,3734.46
5076,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,E,C,T,F,A,A,B,G,E,G,H,G,BI,EL,A,AW,AX,A,Q,HI,0.826591,0.358319,0.419161,0.442784,0.482436,0.6462,0.435614,0.64027,0.83272,0.46119,0.4922,0.481306,0.761333,0.837726,2833.05
5078,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,C,A,B,D,B,A,A,A,G,H,D,C,C,E,A,C,T,J,A,A,A,K,F,F,G,G,BI,CS,A,AS,L,E,O,LM,0.907272,0.620805,0.336963,0.705434,0.281143,0.844563,0.530467,0.97973,0.93383,0.83814,0.832976,0.832658,0.810511,0.738723,439.21
5081,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,A,J,A,A,E,F,I,F,B,G,CO,A,A,AX,A,K,DP,0.484469,0.555782,0.54977,0.452887,0.499798,0.318245,0.377466,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.39882,1492.5
5083,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,C,A,A,A,A,A,A,B,A,A,A,A,G,H,C,B,D,E,A,A,P,I,A,A,A,H,F,G,D,B,BI,CS,A,AN,I,A,I,HX,0.640095,0.127059,0.230975,0.62377,0.302678,0.424204,0.467699,0.29758,0.47481,0.59869,0.453334,0.462286,0.274217,0.258807,2989.42
5085,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,B,D,E,A,A,P,F,A,A,A,K,H,F,F,B,BI,BT,A,AD,M,E,J,MD,0.585115,0.488789,0.336963,0.670373,0.585792,0.599558,0.685975,0.45883,0.66201,0.58257,0.880469,0.871011,0.354344,0.793257,1570.32
5087,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,G,A,P,G,A,A,B,I,F,E,D,B,BI,CO,A,AP,X,J,I,KC,0.772995,0.488789,0.201309,0.864586,0.689594,0.622749,0.475373,0.34445,0.55441,0.78017,0.546666,0.590961,0.351299,0.35464,1064.9
5089,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,J,A,A,A,G,E,F,L,E,BI,AC,A,AR,AT,C,Q,HW,0.382325,0.422197,0.397983,0.442784,0.525831,0.787967,0.772517,0.53642,0.479,0.48889,0.577376,0.564899,0.763747,0.423112,892.03
5091,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,A,D,C,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,I,C,A,A,G,E,G,K,K,BI,EB,C,E,AE,A,N,HK,0.458463,0.299102,0.527991,0.327354,0.725503,0.698205,0.526532,0.35533,0.38249,0.73971,0.6075,0.594646,0.736269,0.820713,2023.87
5095,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,E,E,H,I,K,BI,CO,A,J,AS,F,M,DP,0.405861,0.737068,0.419161,0.412789,0.491114,0.439496,0.402942,0.57187,0.42289,0.56081,0.310961,0.305148,0.562997,0.383452,3100.3
5096,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,D,A,A,A,A,A,D,B,C,E,C,D,T,L,G,A,A,I,E,G,N,K,BI,W,C,G,AM,A,R,LA,0.418506,0.299102,0.139862,0.229617,0.288217,0.736321,0.702627,0.26847,0.26729,0.59869,0.519491,0.508015,0.858149,0.18923,1464.4
5101,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,B,A,C,D,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,A,A,E,C,E,M,I,B,BI,CO,A,K,AX,A,N,CB,0.289618,0.827585,0.506105,0.534409,0.635304,0.169248,0.221,0.6984,0.30859,0.2123,0.167024,0.165648,0.391741,0.361146,3569.27
5102,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,B,F,A,A,F,F,J,L,K,BI,EB,C,F,AS,A,O,GS,0.277834,0.422197,0.484196,0.309621,0.372405,0.389874,0.396193,0.47669,0.32128,0.46672,0.453334,0.443374,0.654753,0.743736,2038.09
5105,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,C,A,D,D,C,E,A,C,T,M,A,A,A,I,D,G,J,G,BI,CS,A,AH,AD,J,O,IH,0.701436,0.737068,0.120071,0.493605,0.281143,0.746021,0.392186,0.94275,0.64296,0.8351,0.434083,0.424625,0.810511,0.251828,1359.82
5108,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,B,A,A,A,E,E,H,K,K,BI,EL,G,AN,AF,A,N,GK,0.311557,0.488789,0.419161,0.236924,0.456483,0.514461,0.438893,0.2926,0.32128,0.50556,0.341813,0.345316,0.601887,0.278541,3051
5111,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,B,D,E,E,A,P,M,A,A,A,C,D,L,G,B,AM,EL,A,U,AS,E,L,BY,0.282512,0.078346,0.356819,0.402922,0.340543,0.175114,0.19852,0.46477,0.31219,0.23545,0.133302,0.13281,0.282249,0.297916,312.47
5112,A,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,C,A,A,A,B,B,C,A,A,A,A,A,C,B,D,E,C,A,P,G,D,A,B,E,E,G,E,B,AB,T,C,O,Q,A,J,DJ,0.504762,0.299102,0.397983,0.738221,0.752295,0.357142,0.32719,0.51256,0.41675,0.39068,0.275431,0.270746,0.256038,0.488373,1779.56
5115,A,B,B,A,A,A,B,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,A,C,B,D,D,A,B,B,B,H,D,D,C,E,E,D,T,F,Q,B,A,E,E,I,K,K,BI,EG,A,E,AE,A,O,DJ,0.338258,0.737068,0.65431,0.373816,0.302678,0.407919,0.401874,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.79795,11943.61
5119,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,A,E,C,A,F,L,F,A,A,G,I,E,F,D,BI,BT,A,AS,AG,A,I,HV,0.391956,0.785784,0.909173,0.222469,0.281143,0.608558,0.873664,0.36083,0.5042,0.51666,0.853569,0.884122,0.26115,0.724331,5172.31
5120,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,E,E,C,A,S,F,A,A,A,E,E,I,I,I,BI,CL,A,AN,BJ,C,O,DP,0.461344,0.785784,0.506105,0.267727,0.913847,0.407919,0.466397,0.50658,0.41471,0.45017,0.341813,0.335036,0.592264,0.262231,803.41
5123,A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,B,A,A,D,D,D,E,C,A,P,I,J,A,A,F,H,H,F,B,BI,CS,A,AH,AE,A,K,GS,0.503312,0.488789,0.792378,0.309621,0.61906,0.337155,0.340247,0.26847,0.41471,0.44467,0.644013,0.630853,0.318646,0.236604,3168.96
5127,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,A,A,D,B,C,D,A,C,T,G,D,A,A,I,E,F,H,G,BU,BC,A,E,S,A,O,LC,0.894333,0.555782,0.174588,0.844287,0.594196,0.810589,0.543596,0.68308,0.91644,0.82249,0.588753,0.576121,0.814573,0.824612,650.76
5129,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,O,C,A,B,F,F,H,F,B,BI,BT,A,AN,AG,A,K,GS,0.481573,0.078346,0.397983,0.18295,0.281143,0.323113,0.561773,0.25918,0.38249,0.34424,0.415029,0.40609,0.276878,0.286986,935.15
5134,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,F,F,G,F,D,BI,CL,A,AF,BF,J,K,GX,0.475784,0.15999,0.484196,0.236924,0.372405,0.431978,0.689156,0.26847,0.38448,0.38541,0.453334,0.443374,0.312885,0.220965,3909.54
5137,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,O,A,A,A,H,E,F,E,B,BI,CS,C,AF,I,A,J,HX,0.671496,0.620805,0.215772,0.62377,0.568839,0.517986,0.52013,0.50658,0.57506,0.56627,0.441763,0.443374,0.342239,0.217876,2593.9
5139,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,I,A,A,A,I,E,G,G,G,BI,CS,C,N,AD,A,O,IH,0.697779,0.127059,0.139862,0.493605,0.288217,0.515049,0.40432,0.49462,0.71422,0.26029,0.415029,0.443374,0.51666,0.599586,1474.67
5140,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,G,A,P,L,J,A,A,I,F,E,D,B,BI,CO,A,AF,AU,A,I,KC,0.763706,0.555782,0.201309,0.844287,0.585792,0.624406,0.48264,0.32843,0.55441,0.78017,0.546666,0.590961,0.351299,0.221132,2137.8
5146,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,E,E,H,F,B,BI,CS,A,AR,AE,L,K,DJ,0.503312,0.488789,0.57136,0.373816,0.422268,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.414445,4807.95
